content,score
"Bad app. I paid for 1 year and it just a list of tasks, makes me a phone addict. I uninstalled it.",1
Does have the functions it advertised. Laying out subtasks without the ability to add the time to each task isn't worth paying for. I can do that with a pen and paper. This is a useless app,1
"The whole business model feels predatory and takes advantage of people's desperation. The ""SUBSCRIBE NOW AND GET 50% OFF"" popup was especially concerning as it secretly SKIPS the seven-day free trial and charges you 20 USD without warning. I'm glad I paused to read carefully. What a disgusting way to cheat people out of their money.",1
I am poor to buy the subscription thus not interested into improving my life,1
"I'm unable to subscribe!! I was charged over 50.00 when the payment is 39.00, and trying to contact someone to cancel is ridiculous. I have contacted PAYPAL as well. I informed them that I tried to send an email to this company to cancel my subscription, with a screenshot of the charge(s).",1
"Horrible, impossible to quit too...been trying for months",1
There's no way to set your time zone. All of my reminders come in an hour after they're supposed to. Can't believe I paid for an entire year of this. What a waste. Fix your app!!!,1
I didn't check the reviews first and signed up for a free trial but the app is completely useless and has kept charging me £10 every month. I've managed to cancel the subscription that I didn't sign up for now but do not download.,1
"Not free, only a 7 day free trial. No thanks....",1
"It's amazing, but it was not as good as how they showed in the ad, so I was disappointed",4
se*iest UI/UX I have ever seen but the freemium thing sux,5
"Love the app but I recently got a new phone and was forced to start over. No where to sign in. I'm curious, if I paid for a subscription, why am I not able to access my account?? Kind of defeats the purpose. Will be cancelling my yearly subscription and continuing on with my regular ole paper and pen method",3
"Horrible. I reported for my daughter using my card without my permission. They respond back and you and give you the instructions, only for them to repeat the instructions again and ghost you. I have email over three times about this and no one has responded. Horrible customer service that tries to gaslight you into you thinking that you didn't do something right when the recipient was right there. As soon I followed instructions, no one was available.",1
